game_id,competition_id_x,season,round,date_x,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_name,away_club_name,aggregate,competition_type,appearance_id,player_id_x,player_name_x,yellow_cards,red_cards,goals,assists,minutes_played,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,position_x,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,date,minute,type_y
2225471,GB1,2012,4. Matchday,2012-09-15,2,0,14.0,5.0,Paul Lambert,Michael Laudrup,Villa Park,34005.0,Lee Mason,Aston Villa Football Club,Swansea City,0 days 02:00:00,domestic_league,2225471_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,2012-09-15,80.0,Cards
2225555,GB1,2012,14. Matchday,2012-11-27,1,0,17.0,19.0,Paul Lambert,Brian McDermott,Villa Park,28692.0,Lee Probert,Aston Villa Football Club,Reading FC,0 days 01:00:00,domestic_league,2225555_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2258957,GB1,2012,20. Matchday,2012-12-29,0,3,18.0,17.0,Paul Lambert,Roberto Martínez,Villa Park,33374.0,Kevin Friend,Aston Villa Football Club,Wigan Athletic,0 days 00:03:00,domestic_league,2258957_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,2012-12-29,64.0,Substitutions
2332041,GB1,2013,14. Matchday,2013-12-04,2,3,8.0,10.0,Mauricio Pochettino,Paul Lambert,St Mary's Stadium,29814.0,Jonathan Moss,Southampton FC,Aston Villa Football Club,0 days 02:03:00,domestic_league,2332041_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2332234,GB1,2013,23. Matchday,2014-01-29,4,3,10.0,15.0,Paul Lambert,Pepe Mel,Villa Park,36083.0,Mark Clattenburg,Aston Villa Football Club,West Bromwich Albion,0 days 04:03:00,domestic_league,2332234_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2332288,GB1,2013,35. Matchday,2014-04-19,0,0,15.0,8.0,Paul Lambert,Mauricio Pochettino,Villa Park,35134.0,Lee Mason,Aston Villa Football Club,Southampton FC,0 days 00:00:00,domestic_league,2332288_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486575,GB1,2014,11. Matchday,2014-11-08,0,0,4.0,16.0,Sam Allardyce,Paul Lambert,Boleyn Ground,34857.0,Jonathan Moss,West Ham United Football Club,Aston Villa Football Club,0 days 00:00:00,domestic_league,2486575_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2577961,GB1,2015,7. Matchday,2015-09-26,3,2,9.0,18.0,Brendan Rodgers,Tim Sherwood,Anfield,44228.0,Jonathan Moss,Liverpool Football Club,Aston Villa Football Club,0 days 03:02:00,domestic_league,2577961_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578079,GB1,2015,17. Matchday,2015-12-19,1,1,17.0,20.0,Steve McClaren,Racmi Garde,St James' Park,48234.0,Martin Atkinson,Newcastle United Football Club,Aston Villa Football Club,0 days 01:01:00,domestic_league,2578079_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2225453,GB1,2012,3. Matchday,2012-09-02,1,1,11.0,16.0,Alan Pardew,Paul Lambert,St James' Park,48245.0,Lee Probert,Newcastle United Football Club,Aston Villa Football Club,0 days 01:01:00,domestic_league,2225453_39471,39471,Brad Guzan,1,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,2012-09-02,90.0,Cards
2225453,GB1,2012,3. Matchday,2012-09-02,1,1,11.0,16.0,Alan Pardew,Paul Lambert,St James' Park,48245.0,Lee Probert,Newcastle United Football Club,Aston Villa Football Club,0 days 01:01:00,domestic_league,2225453_39471,39471,Brad Guzan,1,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,2012-09-02,90.0,Cards
2259002,GB1,2012,24. Matchday,2013-01-29,1,2,19.0,15.0,Paul Lambert,Alan Pardew,Villa Park,30334.0,Mike Dean,Aston Villa Football Club,Newcastle United Football Club,0 days 01:02:00,domestic_league,2259002_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578081,GB1,2015,18. Matchday,2015-12-26,1,1,20.0,10.0,Racmi Garde,Slaven Bilic,Villa Park,38193.0,Mike Dean,Aston Villa Football Club,West Ham United Football Club,0 days 01:01:00,domestic_league,2578081_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578214,GB1,2015,33. Matchday,2016-04-09,1,2,20.0,11.0,Eric Black,Eddie Howe,Villa Park,31057.0,Martin Atkinson,Aston Villa Football Club,Association Football Club Bournemouth,0 days 01:02:00,domestic_league,2578214_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2225519,GB1,2012,9. Matchday,2012-10-27,1,1,17.0,16.0,Paul Lambert,Chris Hughton,Villa Park,33184.0,Phil Dowd,Aston Villa Football Club,Norwich City,0 days 01:01:00,domestic_league,2225519_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2225734,GB1,2012,29. Matchday,2013-03-09,1,2,19.0,17.0,Brian McDermott,Paul Lambert,Select Car Leasing Stadium,24102.0,Jonathan Moss,Reading FC,Aston Villa Football Club,0 days 01:02:00,domestic_league,2225734_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2332283,GB1,2013,34. Matchday,2014-04-12,1,0,11.0,14.0,Tony Pulis,Paul Lambert,Selhurst Park,25564.0,Howard Webb,Crystal Palace Football Club,Aston Villa Football Club,0 days 01:00:00,domestic_league,2332283_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486543,GB1,2014,8. Matchday,2014-10-18,3,0,13.0,12.0,Roberto Martínez,Paul Lambert,Goodison Park,39505.0,Anthony Taylor,Everton Football Club,Aston Villa Football Club,0 days 03:00:00,domestic_league,2486543_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486609,GB1,2014,15. Matchday,2014-12-07,2,1,11.0,20.0,Paul Lambert,Nigel Pearson,Villa Park,27692.0,Craig Pawson,Aston Villa Football Club,Leicester City,0 days 02:01:00,domestic_league,2486609_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486674,GB1,2014,21. Matchday,2015-01-10,1,0,20.0,13.0,Nigel Pearson,Paul Lambert,King Power Stadium,31728.0,Michael Oliver,Leicester City,Aston Villa Football Club,0 days 01:00:00,domestic_league,2486674_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578247,GB1,2015,20. Matchday,2016-01-02,3,1,19.0,20.0,Sam Allardyce,Racmi Garde,Stadium of Light,41535.0,Craig Pawson,Sunderland AFC,Aston Villa Football Club,0 days 03:01:00,domestic_league,2578247_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2698000,GB1,2016,2. Matchday,2016-08-21,1,2,18.0,6.0,David Moyes,Aitor Karanka,Stadium of Light,43515.0,Martin Atkinson,Sunderland AFC,Middlesbrough FC,0 days 01:02:00,domestic_league,2698000_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2698015,GB1,2016,3. Matchday,2016-08-28,0,0,10.0,7.0,Tony Pulis,Aitor Karanka,The Hawthorns,23690.0,Anthony Taylor,West Bromwich Albion,Middlesbrough FC,0 days 00:00:00,domestic_league,2698015_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2225757,GB1,2012,36. Matchday,2013-05-04,1,2,16.0,13.0,Chris Hughton,Paul Lambert,Carrow Road,26842.0,Kevin Friend,Norwich City,Aston Villa Football Club,0 days 01:02:00,domestic_league,2225757_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2331966,GB1,2013,19. Matchday,2013-12-28,1,1,13.0,11.0,Paul Lambert,Michael Laudrup,Villa Park,37028.0,Roger East,Aston Villa Football Club,Swansea City,0 days 01:01:00,domestic_league,2331966_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2478479,GB1,2014,2. Matchday,2014-08-23,0,0,7.0,17.0,Paul Lambert,Alan Pardew,Villa Park,30267.0,Mike Dean,Aston Villa Football Club,Newcastle United Football Club,0 days 00:00:00,domestic_league,2478479_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578232,GB1,2015,34. Matchday,2016-04-16,1,0,5.0,20.0,Louis van Gaal,Eric Black,Old Trafford,75411.0,Kevin Friend,Manchester United Football Club,Aston Villa Football Club,0 days 01:00:00,domestic_league,2578232_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486558,GB1,2014,9. Matchday,2014-10-27,2,0,19.0,15.0,Harry Redknapp,Paul Lambert,Loftus Road Stadium,18022.0,Lee Mason,Queens Park Rangers,Aston Villa Football Club,0 days 02:00:00,domestic_league,2486558_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2250152,GB1,2012,26. Matchday,2013-02-10,2,1,17.0,11.0,Paul Lambert,Sam Allardyce,Villa Park,30503.0,Mark Clattenburg,Aston Villa Football Club,West Ham United Football Club,0 days 02:01:00,domestic_league,2250152_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2258947,GB1,2012,19. Matchday,2012-12-26,0,4,16.0,5.0,Paul Lambert,andre villas boas,Villa Park,36863.0,Mark Clattenburg,Aston Villa Football Club,Tottenham Hotspur Football Club,0 days 00:04:00,domestic_league,2258947_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2250050,GB1,2012,15. Matchday,2012-12-01,1,1,20.0,16.0,Harry Redknapp,Paul Lambert,Loftus Road Stadium,17378.0,Howard Webb,Queens Park Rangers,Aston Villa Football Club,0 days 01:01:00,domestic_league,2250050_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486510,GB1,2014,5. Matchday,2014-09-20,0,3,3.0,4.0,Paul Lambert,Arsene Wenger,Villa Park,40013.0,Mike Jones,Aston Villa Football Club,Arsenal Football Club,0 days 00:03:00,domestic_league,2486510_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486604,GB1,2014,14. Matchday,2014-12-02,0,1,15.0,12.0,Neil Warnock,Paul Lambert,Selhurst Park,23935.0,Michael Oliver,Crystal Palace Football Club,Aston Villa Football Club,0 days 00:01:00,domestic_league,2486604_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486629,GB1,2014,17. Matchday,2014-12-20,1,1,12.0,3.0,Paul Lambert,Louis van Gaal,Villa Park,41273.0,Lee Mason,Aston Villa Football Club,Manchester United Football Club,0 days 01:01:00,domestic_league,2486629_39471,39471,Brad Guzan,1,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578195,GB1,2015,32. Matchday,2016-04-02,0,4,20.0,10.0,Eric Black,Guus Hiddink,Villa Park,31120.0,Neil Swarbrick,Aston Villa Football Club,Chelsea Football Club,0 days 00:04:00,domestic_league,2578195_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2698362,GB1,2016,36. Matchday,2017-05-08,3,0,1.0,19.0,Antonio Conte,Steve Agnew,Stamford Bridge,41500.0,Craig Pawson,Chelsea Football Club,Middlesbrough FC,0 days 03:00:00,domestic_league,2698362_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2225500,GB1,2012,7. Matchday,2012-10-07,2,0,5.0,16.0,André Villas-Boas,Paul Lambert,White Hart Lane,35802.0,Neil Swarbrick,Tottenham Hotspur Football Club,Aston Villa Football Club,0 days 02:00:00,domestic_league,2225500_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,2012-10-07,82.0,Substitutions
2332217,GB1,2013,25. Matchday,2014-02-08,0,2,12.0,15.0,Paul Lambert,Sam Allardyce,Villa Park,36261.0,Mike Dean,Aston Villa Football Club,West Ham United Football Club,0 days 00:02:00,domestic_league,2332217_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2332264,GB1,2013,37. Matchday,2014-05-03,3,1,15.0,16.0,Paul Lambert,Steve Bruce,Villa Park,37182.0,Mike Dean,Aston Villa Football Club,Hull City,0 days 03:01:00,domestic_league,2332264_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486679,GB1,2014,22. Matchday,2015-01-17,0,2,15.0,8.0,Paul Lambert,Brendan Rodgers,Villa Park,39758.0,Mark Clattenburg,Aston Villa Football Club,Liverpool Football Club,0 days 00:02:00,domestic_league,2486679_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2577857,GB1,2015,1. Matchday,2015-08-08,0,1,16.0,6.0,Eddie Howe,Tim Sherwood,Vitality Stadium,11155.0,Mark Clattenburg,Association Football Club Bournemouth,Aston Villa Football Club,0 days 00:01:00,domestic_league,2577857_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2577942,GB1,2015,4. Matchday,2015-08-29,2,2,12.0,20.0,Tim Sherwood,Dick Advocaat,Villa Park,35399.0,Bobby Madley,Aston Villa Football Club,Sunderland AFC,0 days 02:02:00,domestic_league,2577942_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578166,GB1,2015,28. Matchday,2016-03-01,1,3,20.0,11.0,Racmi Garde,Roberto Martínez,Villa Park,29755.0,Roger East,Aston Villa Football Club,Everton Football Club,0 days 01:03:00,domestic_league,2578166_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578278,GB1,2015,35. Matchday,2016-04-23,2,4,20.0,8.0,Eric Black,Ronald Koeman,Villa Park,29729.0,Neil Swarbrick,Aston Villa Football Club,Southampton FC,0 days 02:04:00,domestic_league,2578278_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2698400,GB1,2016,37. Matchday,2017-05-13,1,2,19.0,8.0,Steve Agnew,Claude Puel,Riverside Stadium,28203.0,Anthony Taylor,Middlesbrough FC,Southampton FC,0 days 01:02:00,domestic_league,2698400_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2225525,GB1,2012,11. Matchday,2012-11-10,2,3,17.0,1.0,Paul Lambert,Sir Alex Ferguson,Villa Park,40538.0,Kevin Friend,Aston Villa Football Club,Manchester United Football Club,0 days 02:03:00,domestic_league,2225525_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2225745,GB1,2012,33. Matchday,2013-04-13,1,1,17.0,10.0,Paul Lambert,Martin Jol,Villa Park,37011.0,Phil Dowd,Aston Villa Football Club,Fulham Football Club,0 days 01:01:00,domestic_league,2225745_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2258971,GB1,2012,21. Matchday,2013-01-01,2,2,9.0,17.0,Michael Laudrup,Paul Lambert,Swansea.com Stadium,20406.0,Mark Halsey,Swansea City,Aston Villa Football Club,0 days 02:02:00,domestic_league,2258971_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2331982,GB1,2013,6. Matchday,2013-09-28,3,2,9.0,7.0,Paul Lambert,Manuel Pellegrini,Villa Park,34063.0,Mike Jones,Aston Villa Football Club,Manchester City Football Club,0 days 03:02:00,domestic_league,2331982_39471,39471,Brad Guzan,0,0,0,1,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2332071,GB1,2013,13. Matchday,2013-11-30,0,0,11.0,19.0,Paul Lambert,Gustavo Poyet,Villa Park,33036.0,Neil Swarbrick,Aston Villa Football Club,Sunderland AFC,0 days 00:00:00,domestic_league,2332071_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2332231,GB1,2013,21. Matchday,2014-01-13,1,2,11.0,1.0,Paul Lambert,Arsene Wenger,Villa Park,36097.0,Neil Swarbrick,Aston Villa Football Club,Arsenal Football Club,0 days 01:02:00,domestic_league,2332231_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2350373,GB1,2013,2. Matchday,2013-08-24,0,1,8.0,1.0,Paul Lambert,Brendan Rodgers,Villa Park,42098.0,Mark Clattenburg,Aston Villa Football Club,Liverpool Football Club,0 days 00:01:00,domestic_league,2350373_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486506,GB1,2014,4. Matchday,2014-09-13,0,1,8.0,2.0,Brendan Rodgers,Paul Lambert,Anfield,44689.0,Lee Mason,Liverpool Football Club,Aston Villa Football Club,0 days 00:01:00,domestic_league,2486506_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2486628,GB1,2014,16. Matchday,2014-12-13,1,0,14.0,13.0,Alan Irvine,Paul Lambert,The Hawthorns,24684.0,Mike Dean,West Bromwich Albion,Aston Villa Football Club,0 days 01:00:00,domestic_league,2486628_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578030,GB1,2015,14. Matchday,2015-11-28,2,3,20.0,11.0,Racmi Garde,Quique Sanchez Flores,Villa Park,35057.0,Lee Mason,Aston Villa Football Club,Watford FC,0 days 02:03:00,domestic_league,2578030_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2578062,GB1,2015,16. Matchday,2015-12-13,0,2,20.0,2.0,Racmi Garde,Arsene Wenger,Villa Park,33285.0,Kevin Friend,Aston Villa Football Club,Arsenal Football Club,0 days 00:02:00,domestic_league,2578062_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2657393,FAC,2015,Fourth Round,2016-01-30,0,4,10.0,10.0,Racmi Garde,Manuel Pellegrini,Villa Park,23636.0,Mike Jones,Aston Villa Football Club,Manchester City Football Club,0 days 00:04:00,domestic_cup,2657393_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
2698384,GB1,2016,35. Matchday,2017-04-30,2,2,19.0,3.0,Steve Agnew,Pep Guardiola,Riverside Stadium,29763.0,Kevin Friend,Middlesbrough FC,Manchester City Football Club,0 days 02:02:00,domestic_league,2698384_39471,39471,Brad Guzan,0,0,0,0,90,Brad Guzan,2016,641,brad-guzan,United States,1984-09-09,Goalkeeper,Goalkeeper,left,193.0,100000.0,5000000.0,2023-12-31,YMU Group,Unknown Date,Unknown Minute,Substitutions
