game_id,competition_id_x,season,round,date_x,home_club_goals,away_club_goals,home_club_position,away_club_position,home_club_manager_name,away_club_manager_name,stadium,attendance,referee,home_club_formation,away_club_formation,home_club_name,away_club_name,aggregate,competition_type,appearance_id,player_id_x,date_y,player_name_x,competition_id_y,yellow_cards,red_cards,goals,assists,minutes_played,name,last_season,current_club_id,player_code,country_of_birth,date_of_birth,sub_position,position_x,foot,height_in_cm,market_value_in_eur,highest_market_value_in_eur,contract_expiration_date,agent_name,game_lineups_id,type_x,number,player_name_y,team_captain,position_y,game_event_id,date,minute,type_y,player_id_y,description,player_in_id,player_assist_id
2224698,DK1,2012,28. Matchday,2013-04-21,0,0,3.0,2.0,Colin Todd,Kasper Hjulmand,Cepheus Park Randers,5787.0,Anders Poulsen,,,Randers Fodbold Club,Fodbold Club Nords  Aalnd,0 days 00:00:00,domestic_league,2224698_161244,161244,2013-04-21,Conor O'Brien,DK1,1,0,0,0,67,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,6d132ecaf11df57e867718ad44ced9ce,2013-04-21,67.0,Substitutions,161244.0,", Tactical",94296.0,
2329320,DK1,2013,8. Matchday,2013-09-15,2,1,11.0,7.0,Thomas Frank,Troels Bech,Brondby Stadium,12487.0,Michael Johansen,,,Brondby IF,Odense Boldklub,0 days 02:01:00,domestic_league,2329320_161244,161244,2013-09-15,Conor O'Brien,DK1,0,0,0,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,,,,,,,,
2329373,DK1,2013,15. Matchday,2013-11-10,1,3,9.0,7.0,Troels Bech,Ove Pedersen,Nature Energy Park,7813.0,Jens Maae,,,Odense Boldklub,FC Vestsjaelland,0 days 01:03:00,domestic_league,2329373_161244,161244,2013-11-10,Conor O'Brien,DK1,0,0,0,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,,,,,,,,
2697627,DK1,2016,17. Matchday,2016-11-18,0,1,5.0,7.0,David Nielsen,Bo Henriksen,Lyngby Stadion,1282.0,Sandi Putros,,,Lyngby Boldklubben af 1921,AC Horsens,0 days 00:01:00,domestic_league,2697627_161244,161244,2016-11-18,Conor O'Brien,DK1,0,0,0,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,,,,,,,,
2697609,DK1,2016,14. Matchday,2016-10-23,1,0,6.0,5.0,Bo Henriksen,Olafur Kristjansson,Nordstern Arena Horsens,2233.0,Mads-Kristoffer Kristoffersen,,,AC Horsens,Randers Fodbold Club,0 days 01:00:00,domestic_league,2697609_161244,161244,2016-10-23,Conor O'Brien,DK1,0,0,0,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,,,,,,,,
2368277,DKP,2013,Third Round,2013-09-25,0,2,,,Carsten Mikkelsen,Troels Bech,Stadion pod Bijelim,3167.0,Jakob Kehlet,,,,Odense Boldklub,0 days 00:02:00,domestic_cup,2368277_161244,161244,2013-09-25,Conor O'Brien,DKP,0,0,0,0,63,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,b221367ce0dd772d22abc932629ce2b7,2013-09-25,63.0,Substitutions,161244.0,", Not reported",43010.0,
2329390,DK1,2013,17. Matchday,2013-12-01,4,1,5.0,6.0,Troels Bech,Peter Rensen,Nature Energy Park,5728.0,Dennis Mogensen,,,Odense Boldklub,Aarhus Gymnastik Forening,0 days 04:01:00,domestic_league,2329390_161244,161244,2013-12-01,Conor O'Brien,DK1,0,0,0,0,15,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,,,,,,,,
2329475,DK1,2013,12. Matchday,2013-10-21,1,5,12.0,4.0,Lars Sondergaard,Troels Bech,Sydbank Park,3169.0,Jakob Kehlet,,,Sonderjyske Fc,Odense Boldklub,0 days 01:05:00,domestic_league,2329475_161244,161244,2013-10-21,Conor O'Brien,DK1,0,0,0,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,,,,,,,,
2329331,DK1,2013,4. Matchday,2013-08-11,2,2,11.0,12.0,Kasper Hjulmand,Ariel Jacobs,Right to Dream Park,7769.0,Michael Johansen,,,Football Club Nords,Football Club Ka Benhavn,0 days 02:02:00,domestic_league,2329331_161244,161244,2013-08-11,Conor O'Brien,DK1,1,0,0,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,bb64a93c1017b2f660697d59e79084b3,2013-08-11,29.0,Cards,161244.0,"1. Yellow card  , Foul",,
2224540,DK1,2012,6. Matchday,2012-08-20,1,2,6.0,2.0,Lars Sondergaard,Troels Bech,Sydbank Park,3638.0,Henning Jensen,,,Sonderjyske Fc,Odense Boldklub,0 days 01:02:00,domestic_league,2224540_161244,161244,2012-08-20,Conor O'Brien,DK1,0,0,1,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,94cad147664f8038e4ea3e89e7998e13,2012-08-20,56.0,Goals,161244.0,", Long distance kick, 2. Goal of the Season Assist:",,
2302361,DK1,2012,23. Matchday,2013-04-04,0,1,4.0,2.0,Kent Nielsen,Kasper Hjulmand,Aalborg Portland Park,4107.0,Claus Bo Larsen,,,Aalborg BK,Fodbold Club Nords  Aalnd,0 days 00:01:00,domestic_league,2302361_161244,161244,2013-04-04,Conor O'Brien,DK1,0,0,0,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,,,,,,,,
2329283,DK1,2013,1. Matchday,2013-07-22,4,0,1.0,12.0,Niels Frederiksen,Kasper Hjulmand,Blue Water Arena,7594.0,Jens Maae,,,Esbjerg fB,Fodbold Club Nords  Aalnd,0 days 04:00:00,domestic_league,2329283_161244,161244,2013-07-22,Conor O'Brien,DK1,0,0,0,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,,,,,,,,
2697683,DK1,2016,25. Matchday,2017-03-12,0,2,10.0,2.0,Bo Henriksen,Alexander Zorniger,Nordstern Arena Horsens,4977.0,Anders Poulsen,,,AC Horsens,BRA NDBYERNES,0 days 00:02:00,domestic_league,2697683_161244,161244,2017-03-12,Conor O'Brien,DK1,0,0,0,0,80,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,e45512f8109f528b4b3d596ce0d88cdf,2017-03-12,80.0,Substitutions,161244.0,,102040.0,
2224569,DK1,2012,2. Matchday,2012-07-22,1,1,1.0,2.0,Lars Sondergaard,Ariel Jacobs,Sydbank Park,6575.0,Michael Tykgaard,,,Sonderjyske Fc,Football Club Ka Benhavn,0 days 01:01:00,domestic_league,2224569_161244,161244,2012-07-22,Conor O'Brien,DK1,1,0,0,1,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,abe3da42c64790a4c4ae00ff82c3024f,2012-07-22,68.0,Cards,161244.0,"1. Yellow card  , Foul",,
2224539,DK1,2012,7. Matchday,2012-08-24,4,1,2.0,6.0,Kasper Hjulmand,Lars Sondergaard,Right to Dream Park,6121.0,Anders Poulsen,,,Football Club Nords,Sonderjyske Fc,0 days 04:01:00,domestic_league,2224539_161244,161244,2012-08-24,Conor O'Brien,DK1,0,0,0,0,90,Conor O'Brien,2016,2414,conor-obrien,United States,1988-10-20,Defensive Midfield,Midfield,right,177.0,,750000.0,,,,,,,,,,,,,,,,
